name	model_index	train_f1	valid_f1	holdout_f1	decision_threshold	params	features
XGBoost	1	0.4905352302748106	0.4628890881694757	0.5829693637077769	0.70648277	{'max_depth': 7, 'learning_rate': 0.01, 'subsample': 0.85, 'colsample_bytree': 0.7, 'min_child_weight': 10.0, 'gamma': 0, 'reg_lambda': 2.0, 'n_estimators': 3000, 'eval_metric': 'auc', 'tree_method': 'gpu_hist', 'predictor': 'gpu_predictor', 'objective': 'binary:logistic', 'use_label_encoder': False, 'scale_pos_weight': 7.144870089322075}	['age', 'description_urls', 'description_mentions', 'description_hashtags', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'following_by_age', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_spec_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'screen_name_len', 'name_upper_len', 'name_lower_len', 'name_digit_len', 'name_upper_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'screen_name_entropy', 'name_entropy', 'has_location', 'profile_url', 'verified', 'protected']
RandomForest	2						['age', 'description_urls', 'description_mentions', 'description_hashtags', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'following_by_age', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_spec_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'screen_name_len', 'name_upper_len', 'name_lower_len', 'name_digit_len', 'name_upper_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'screen_name_entropy', 'name_entropy', 'has_location', 'profile_url', 'verified', 'protected']
