name	model_index	train_f1	valid_f1	holdout_f1	decision_threshold	params	features
XGBoost	1	0.8590836129235854	0.8045559231604893	0.8228807718814611	0.39304808	{'max_depth': 6, 'learning_rate': 0.005, 'subsample': 0.85, 'colsample_bytree': 0.75, 'min_child_weight': 1.0, 'gamma': 0, 'reg_lambda': 0.1, 'n_estimators': 1000, 'eval_metric': 'auc', 'tree_method': 'gpu_hist', 'predictor': 'gpu_predictor', 'objective': 'binary:logistic', 'num_parallel_tree': 10, 'use_label_encoder': False, 'scale_pos_weight': 0.7890401748192973}	['age', 'description_urls', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'followers', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_spec_pcnt', 'screen_name_lower_len', 'screen_name_digit_len', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'name_upper_len', 'name_digit_len', 'name_spec_len', 'name_upper_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'screen_name_entropy', 'has_location', 'total_urls', 'foll_friends']
RandomForest	2						['age', 'description_urls', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'followers', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_spec_pcnt', 'screen_name_lower_len', 'screen_name_digit_len', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'name_upper_len', 'name_digit_len', 'name_spec_len', 'name_upper_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'screen_name_entropy', 'has_location', 'total_urls', 'foll_friends']
