name	model_index	train_f1	valid_f1	holdout_f1	decision_threshold	params	features
XGBoost	1	0.9816412281912461	0.6545289888506975	0.6379322066161773	0.40009677	{'max_depth': 12, 'learning_rate': 0.1, 'subsample': 0.75, 'colsample_bytree': 0.75, 'min_child_weight': 0.5, 'gamma': 0.5, 'reg_lambda': 1.0, 'n_estimators': 1000, 'eval_metric': 'auc', 'tree_method': 'gpu_hist', 'predictor': 'gpu_predictor', 'objective': 'binary:logistic', 'num_parallel_tree': 10, 'use_label_encoder': False, 'scale_pos_weight': 4.643779101615996}	['age', 'description_urls', 'description_mentions', 'description_hashtags', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'following_by_age', 'followers', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_digit_len', 'screen_name_spec_len', 'screen_name_lower_pcnt', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'screen_name_len', 'name_upper_len', 'name_digit_len', 'name_spec_len', 'name_upper_pcnt', 'name_lower_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'has_location', 'profile_url', 'total_urls', 'foll_friends', 'verified', 'protected']
RandomForest	2						['age', 'description_urls', 'description_mentions', 'description_hashtags', 'screen_name_sim', 'statuses', 'statuses_by_age', 'following', 'following_by_age', 'followers', 'followers_by_age', 'listed', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_digit_len', 'description_upper_pcnt', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_digit_len', 'screen_name_spec_len', 'screen_name_lower_pcnt', 'screen_name_digit_pcnt', 'screen_name_spec_pcnt', 'screen_name_len', 'name_upper_len', 'name_digit_len', 'name_spec_len', 'name_upper_pcnt', 'name_lower_pcnt', 'name_digit_pcnt', 'name_spec_pcnt', 'name_len', 'has_location', 'profile_url', 'total_urls', 'foll_friends', 'verified', 'protected']
