name	model_index	train_f1	valid_f1	holdout_f1	decision_threshold	params	features
XGBoost	1	0.9745984246369893	0.7725562990950907	0.8831168831168831	0.3404357	{'max_depth': 9, 'learning_rate': 0.005, 'subsample': 0.7, 'colsample_bytree': 0.75, 'min_child_weight': 1.0, 'gamma': 1.0, 'reg_lambda': 0.7, 'n_estimators': 2000, 'eval_metric': 'auc', 'tree_method': 'gpu_hist', 'predictor': 'gpu_predictor', 'objective': 'binary:logistic', 'num_parallel_tree': 10, 'use_label_encoder': False, 'scale_pos_weight': 0.9778481012658228}	['age', 'screen_name_sim', 'followers', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_spec_len', 'screen_name_digit_pcnt', 'screen_name_len', 'name_spec_len', 'name_len', 'has_location', 'verified']
RandomForest	2						['age', 'screen_name_sim', 'followers', 'listed_by_age', 'profile_image', 'description_upper_len', 'description_lower_len', 'description_lower_pcnt', 'description_digit_pcnt', 'description_spec_pcnt', 'screen_name_spec_len', 'screen_name_digit_pcnt', 'screen_name_len', 'name_spec_len', 'name_len', 'has_location', 'verified']
