name	model_index	train_rocauc	valid_rocauc	holdout_rocauc	decision_threshold	gmean	params	features
XGBoost	1	0.9167648724612183	0.8758347010232492	0.7966889339250427	0.45461398	0.7967205706100788	{'max_depth': 11, 'learning_rate': 0.005, 'subsample': 0.8, 'colsample_bytree': 0.6, 'min_child_weight': 3.0, 'gamma': 0.05, 'reg_lambda': 3.0, 'n_estimators': 2500, 'eval_metric': 'auc', 'tree_method': 'gpu_hist', 'predictor': 'gpu_predictor', 'objective': 'binary:logistic', 'use_label_encoder': False, 'scale_pos_weight': 23.76541735540199}	['age', 'favourites', 'favourites_by_age', 'listed_by_age', 'statuses_by_age', 'followers_by_age', 'friends', 'friends_by_age', 'screen_name_len', 'screen_name_sim', 'name_upper_pcnt', 'name_digit_len', 'name_special_len', 'screen_name_digit_len', 'screen_name_special_pcnt', 'description_upper_len', 'description_upper_pcnt', 'description_lower_len', 'description_digit_pcnt', 'description_special_len', 'description_special_pcnt', 'geo', 'location', 'background_img', 'default_prof', 'url', 'verified']
RandomForest	2	0.8531638824434085	0.850649438981135	0.7764503381751765	0.4833734567078701	0.775904646259019	{'n_jobs': 60, 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 2500, 'class_weight': {0: 0.5210389740909115, 1: 12.382708677700995}}	['age', 'favourites', 'favourites_by_age', 'listed_by_age', 'statuses_by_age', 'followers_by_age', 'friends', 'friends_by_age', 'screen_name_len', 'screen_name_sim', 'name_upper_pcnt', 'name_digit_len', 'name_special_len', 'screen_name_digit_len', 'screen_name_special_pcnt', 'description_upper_len', 'description_upper_pcnt', 'description_lower_len', 'description_digit_pcnt', 'description_special_len', 'description_special_pcnt', 'geo', 'location', 'background_img', 'default_prof', 'url', 'verified']
